ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"42",809956,0.0861,0.4312,0.5518,0.017,606134,0.4156,0.5844,0.3647,0.0734,0.1314,0.0339,0.0086,
"43",731371,-0.0192,0.7822,0.1999,0.0178,567118,0.158,0.842,0.442,0.2339,0.1632,0.0323,0.0086,
"44",713506,-0.0432,0.8154,0.1658,0.0188,532713,0.0734,0.9266,0.6782,0.1691,0.0767,0.0402,0.0102,
"45",814934,0.0928,0.5147,0.4658,0.0194,647628,0.4782,0.5218,0.1818,0.0263,0.3013,0.0176,0.0051,
"46",705044,-0.0546,0.6525,0.3277,0.0199,537943,0.1821,0.8179,0.6186,0.0265,0.1666,0.0441,0.0065,
"47",716940,-0.0386,0.6262,0.352,0.0218,570123,0.3137,0.6863,0.3285,0.0854,0.2612,0.0299,0.0112,
"48",721457,-0.0325,0.4874,0.4933,0.0192,589052,0.5493,0.4507,0.1928,0.0184,0.2216,0.0212,0.0067,
"49",751614,0.0079,0.5275,0.4518,0.0206,591727,0.5993,0.4007,0.2442,0.0341,0.1016,0.0276,0.0098,
"50",758783,0.0175,0.4226,0.557,0.0203,580946,0.5546,0.4454,0.2944,0.0379,0.0874,0.0378,0.0084,
"51",702781,-0.0576,0.6959,0.2847,0.0194,538377,0.1393,0.8607,0.6803,0.0763,0.1037,0.0367,0.0072,
"52",763483,0.0238,0.6014,0.3766,0.022,621852,0.5626,0.4374,0.138,0.0409,0.24,0.0179,0.0079,
"53",766318,0.0276,0.6598,0.3201,0.0201,611626,0.4109,0.5891,0.3155,0.0915,0.1731,0.0283,0.0117,
"",39523437,1,0.63,0.3507,0.0194,30827105,0.3787,0.6213,0.3595,0.0681,0.1785,0.0339,0.0077,
